track,Album,Artist,release_date,All Time Rank,January,February,March,April,May,June,July,August,September,October,spotify_streams,youtube_streams,YouTube Likes,TikTok Posts,TikTok Likes,tiktok_streams,YouTube Playlist Reach,Apple Music Playlist Count,apple_music_streams,SiriusXM_streams,Deezer Playlist Count,deezer_streams,Amazon Playlist Count,pandora_streams,Pandora Track Stations,soundcloud_streams,Shazam Counts
God���,GO LIVE,Stray Kids,6/17/2020,3600,,,,,,,,,,,354643707,529909818,8469062,147664,141180977,703479878,34239087,14,887,20,5,70358,16,2869102,9153,,
Gogo Dance,SABIDURIA,El Alfa,4/7/2022,1385,,,,,,,,,,,122568157,208114605,1550438,2465021,817858920,9097455103,505317,7,4532,551,3,11224,18,10444115,5832,,1211590
Goin Baby,Baby On Baby,DaBaby,3/1/2019,4248,,,,,,,,,,,225260644,75234764,918947,35536,6376897,55987733,2015013,11,3,,7,27786,5,43493680,29264,51300270,357955
Goin' Off,Goin' Off,Karan Aujla,5/9/2024,1118,,,,,,,,,,,13606839,32342705,498580,,,,19904542,14,59,,,,13,,,,33780
Going Bad (feat. Drake),Championships,Meek Mill,11/30/2018,1330,,,,,,,,,,,1189579197,339988703,2979918,270611,150299860,1545417106,48719736,,110814,495,37,45505,36,337354602,100373,,
"Going, Going, Gone",Growin' Up,Luke Combs,6/24/2022,2139,,,,,,,,,,,192633758,43607584,203727,33285,7739782,45564333,231390112,12,199434,199,1,71,8,130204437,8785,,420418
Golden,Fine Line,Harry Styles,12/13/2019,1645,,,,,,,,,,,912294568,332759355,5731914,595407,144323466,1255165488,185990718,122,225952,186,34,48669,28,24011150,25226,348587,2324716
golden hour,golden hour,JVKE,7/15/2022,183,,,,,,,,,,,1126986320,293553015,5388022,461623,313934124,2305840359,2451087344,77,148360,719,22,379311,35,32611885,64225,14112455,3897680
GOOBA,GOOBA,6ix9ine,5/8/2020,780,,,,,,,,,,,472027271,1012949756,14257151,2295814,448572991,4846286370,155050116,22,120,57,10,24148,3,11693239,76976,,2224515
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,163,,,,,,,,,,,2167768056,773591065,11098007,1893481,1080682523,8186754429,2285796743,355,4835,1283,98,1610293,102,119030447,170032,19263268,
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,1009,,,,,,,,,,,2167768056,,,,,,,93,819886,,6,192922,2,,,,7171230
Good as Hell,Good As Hell,Lizzo,3/9/2016,3799,,,,,,,,,,,627625151,275081528,3556731,467531,128360660,1187485509,283433005,41,313398,1496,36,605881,62,183082560,175834,,5017737
Good Days,Good Days,SZA,12/25/2020,806,,,,,,,,,,,1105805922,295872840,2947859,534634,157378144,920329965,42909616,231,62354,266,52,281696,54,71061814,56012,8937770,2548829
Good Feeling,Good Feeling EP,Flo Rida,1/1/2011,3031,,,,,,,,,,,662305046,722325299,3784855,48906,12510801,139200114,168462555,117,81073,73,62,551115,45,621115155,393941,,8744808
Good For You,Good For You,Selena Gomez,6/22/2015,4342,,,,,,,,,,,701552110,581362473,4012591,91650,19790131,155603416,237611619,120,289,130,31,160523,22,393712904,153528,,5461184
Good Good,Good Good,USHER,8/4/2023,326,,,,,,,,,,,53825007,83224436,607267,88131,6358930,89022964,250252884,22,343553,33,7,543853,34,58537921,22294,2154788,1896814
Good Love,Good Love,Hannah Laing,5/12/2023,2296,,,,,,,,,,,100186243,20691770,124812,10300,1602940,28216441,7827526,41,20568,85,16,329760,27,,,9560987,505083
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,3/15/2023,1734,,,,,,,,,,,222975417,45543286,773400,803702,104617204,664995622,,2,1,20,,,,1396913,3191,321968,606670
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,363,,,,,,52073602,155643050,64989407,160494384,140830882,176290078,6018651,140562,61889,45660069,263955300,17447092,99,16680,,65,10743893,122,572090,1327,479188,485935
Good News,Good News,Mac Miller,1/9/2020,3567,,,,,,,,,,,447761883,183168994,2032885,95825,43407153,367511487,2621984,57,4887,31,42,201584,7,13228033,16924,,666198
Good To Be,Good To Be,Mark Ambor,10/17/2023,4192,,,,,,,,,,,81632951,10815357,155660,6047,4287181,42031379,,6,13292,,13,137275,1,69038,117,,500124
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,761,,,,,,,,,,,1263989128,795828166,8115938,35383,8434416,78005488,508823655,128,117516,394,166,396114,25,230614636,107631,18209981,5216769
GoodSin,Avana - EP,Olivetheboy,4/21/2023,2802,,,,,,,,,,,9513971,17460383,97768,1626005,17984432,262199462,,5,1405,,,,,,,,
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,549,,,,,,,,,,,2396737761,1334796210,12947143,1025273,181634476,1545294272,202525787,210,38443,51,82,2173347,30,350431346,278196,,8025643
Goosebumps,Goosebumps,HVME,6/12/2020,1999,,,,,,,,,,,495274429,78671735,609580,94400,23269837,354473655,92853363,120,80857,178,54,274741,10,143877755,33339,6654386,2916022
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,1/15/2021,1410,,,,,,,,,,,767502068,144061936,1059407,176005,43689472,505442832,97598122,169,175719,260,96,1602641,35,,,,4082559
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),M��ne,1/13/2023,1925,,,,,,,,,,,239288183,56033826,823483,274300,20568859,206096023,22318374,34,38434,36,18,157940,20,2037712,2656,,1704066
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,2096,,,,,,,,,,,501468322,145512290,2125906,65170,21468930,199737055,45400,8,2184,,4,1200,,34152485,18559,,855218
Got Me Started,Got Me Started,Troye Sivan,9/20/2023,2180,,,,,,,,,,,125169958,22661967,332818,6720,8601376,136718693,1095965496,60,43542,3,29,395765,30,541336,671,,982286
Got What I Got,From the album '9',Jason Aldean,10/11/2019,4414,,,,,,,,,,,184488165,220205995,1704011,29900,2111239,22309447,75939058,8,,48,3,1846,7,367697976,83391,,
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,9/20/2023,3934,,,,,,,,,,,44931644,2181868,26263,,,,,5,117928,,,,,6020706,3426,45722,
Grace (feat. 42 Dugg),My Turn,Lil Baby,2/28/2020,4571,,,,,,,,,,,189972685,201027333,1081402,7596,5288677,36849005,29253152,19,204,,1,74,6,84426740,28999,,1135998
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,8/30/2019,3869,,,,,,,,,,,358055646,79428378,1309138,573069,62330473,1038829201,5238638,29,70,,6,38755,10,30040078,46674,28821843,761157
Great Gatsby,Nostalgia,Rod Wave,9/15/2023,982,,,,,,,,,,,66813186,75881981,409473,4842,4543062,34091093,359281223,11,1245,29,3,21417,16,18521097,26354,13491731,395093
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,7/16/2020,1676,,,,,,,,,,,544564903,96900581,863485,101159,44502165,482158138,13886316,81,5446,6,43,37315,17,76789833,24045,16724190,2427675
greedy,greedy,Tate McRae,9/14/2023,18,31720354,137890276,151669585,132452182,,,,,,,1258569694,141646818,1514837,2294429,419319161,5456156211,2667285437,207,667329,3310,188,21788568,150,44850379,12270,,6973652
greedy,greedy - Single,Tate McRae,9/15/2023,2281,,137890276,151669585,132452182,,,,,,,1256101755,,,,,,,109,,,,,8,,,,
greedy,greedy (Official Video),Tate McRae,9/14/2023,2913,,137890276,151669585,132452182,,,,,,,1256101755,,,,,,,,,,,,,,,,
greedy sped up,greedy,Tate McRae,9/14/2023,1074,153593520,,,,,,,,,,21648841,,,1992300,242655468,3067524132,,2,4,400,1,878,8,608904,447,,
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,1133,,,,,,,,,,,300430813,103550086,844925,1664351,248347598,3375488113,2854520083,51,182474,46,29,1067030,27,1947849,12347,2041978,2071865
Grenade,Massive R&B Spring 2011,Bruno Mars,1/1/2010,3180,,,,,,,,,,,1313545266,1310515665,6898904,40595,21561355,147790820,1599316290,60,226445,257,44,237782,45,,,,7702096
Grey,Grey - Single,Yung Filly,1/26/2024,2780,,,,,,,,,,,48858795,14953162,318976,,679900,7540800,70543438,18,2166,,10,89729,1,,,1459822,215596
GTA.mp3,GTA.mp3,Emilia,9/7/2023,3429,,,,,,,,,,,103722826,55495034,291171,90830,8610012,81845600,413657,16,7582,251,22,447202,17,152649,,,105207
Guay,Guay,Ozuna,4/18/2024,3392,,,,,,,,,,,25134764,7120990,109558,,412,3319,2563216,22,2941,,23,2273951,21,955530,51,94933,104141
Gucci Gang,Gucci Gang,Lil Pump,8/31/2017,1189,,,,,,,,,,,648757330,1402505864,15657910,1404568,27119678,243585831,200186337,62,13516,6,20,52013,5,79188658,496624,,2724063
GUCCI LOS PA��,MA��ANA SER��,KAROL G,2/24/2023,3826,,,,,,,,,,,121721506,136014507,557809,75400,5280019,78468779,7517627,10,2442,,1,1666,6,22530956,7012,,426324
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,1264,,,,,,,,,,,165611453,9873283,96083,,774900,6383500,,34,323,,7,79183,54,1431013,1158,,79964
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,2/6/2024,587,,,,,,,,,,,34996527,170115238,1923890,2046,5503,87900,152304022,1,,,,,,,,,170779
Gulabi Sharara,Gulabi Sharara,Inder Arya,7/27/2023,2122,,,,,,,,,,,17389541,219300210,1776778,70,2742,38956,,,23,,,,,,,,
Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,734,,,,,,,,,,,75152048,386890237,4145747,969,82604,1152931,31295331,2,709,,2,1211,8,,,,1154213
Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,12/16/2022,4089,,,,,,,,,,,36044532,,,1514400,280329364,3580517630,,1,12,,,,1,,,,89527
Gypsy,Gypsy,G.D. Kaur,5/10/2022,2682,,,,,,,,,,,58989412,457435947,2665092,475,34450,756707,,,3,,,,,,,,116513
G��r,G��r Bak - Si,Fatih Bulut,3/8/2024,2770,,,,,,,,,,,11315262,53172804,172426,,,,83084501,2,,,1,1566667,,,,,94321
G���p ����i,G���p ����i,Tu���n,9/21/2023,3794,,,,,,,,,,,1880312,58299522,173898,525671,5937642,168468483,2119803,,,,,,,,,,10918
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,4/5/2024,2074,,,,,,,,,,,36824548,7143716,141721,,,,4619708,10,2934,,3,138748,39,3616525,281,,173469
Habits (Stay High),Habits,Tove Lo,3/15/2013,1658,,,,,,,,,,,919756735,1690599219,10605192,1104477,79537962,685728708,160698971,81,99671,203,73,330054,19,341542058,163469,,12405534
HACIENDO QUE ME AMAS,EL ��LTIMO TOUR DEL M,Bad Bunny,11/27/2020,3384,,,,,,,,,,,391087418,367082304,2697123,6576,12303446,88351589,3881,16,10,,23,26018,2,19231071,3418,,897314
Hackearam-me,"Decretos Reais, Vol. 3",Mar��lia Mendo,3/16/2023,2073,,,,,,,,,,,43921455,329678889,1854891,1304,633597,6144992,226061001,8,26,,11,718002,4,26190,,,9589
Haegeum,D-DAY,Agust D,4/21/2023,4485,,,,,,,,,,,285039741,80959733,5337877,151700,111667305,528452231,124964447,14,1864,40,5,919359,8,1329215,168,,187778
Haja Col��rio (feat. Hugo & Guilherme) - Ao,Haja Col��rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,6/23/2022,2871,,,,,,,,,,,290735048,296249830,565573,51900,5612563,91683933,3084523872,25,8531,,42,605462,7,218,,,136717
hakuna matata,One of Wun,Gunna,5/10/2024,3212,,,,,,,,,,,18861338,1708354,29123,,,,381728,,1,3,,,,,,,
Halfway To Hell,Whitsitt Chapel,Jelly Roll,6/2/2023,3164,,,,,,,,,,,38159739,11185849,140706,37324,1018503,16169973,34209101,,98724,123,4,1513658,,36194795,4078,473571,
Hall of Fame (feat. will.i.am),NRJ Hits 17,The Script,1/1/2012,2465,,,,,,,,,,,1438795892,1122719476,8456502,2359429,309258236,2876399321,287622166,71,110229,25,46,287678,9,,,,12730727
Hallelujah,A Pentatonix Christmas,Pentatonix,10/21/2016,3885,,,,,,,,,,,441916342,757432448,6966709,21746,4366102,26604065,62519514,96,226,,35,359611,54,102648900,233691,632853,2127258
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single",Rahul Sipligunj,11/10/2021,2293,,,,,,,,,,,72962855,636965758,3951628,,,,85650827,,5,,,,,,,,
Halloween,Halloween,Blood Dance,10/6/2022,2534,,,,,,,,,,,7332,416430705,7483560,,,,,,1,,,,,,,,152
Halls na L��,Halls na L��,Kadu Martins,3/24/2023,2969,,,,,,,,,,,150516046,146315225,673901,288400,23319532,269119367,225214,6,,,19,847205,5,,,,
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyonc�,1/1/2008,4309,,,,,,,,,,,1556326643,311700550,2730131,443385,102283034,1532183215,22141311,213,101536,76,260,1596032,76,525376163,534859,,8440483
Handle On You,Handle On You,Parker McCollum,8/5/2022,3439,,,,,,,,,,,103858433,23571548,127913,5710,2180810,32959012,349600,18,203279,31,2,87391,16,35876540,3647,,481957
Hands,Hands,Dian�,8/1/2022,115,,,,,,,,,,,126914,2435813922,7208467,33,188,6415,26630093,,658,,,,,,,,295
Hands up!,Hands up!,6arelyhuman,12/10/2022,3533,,,,,,,,,,,144555119,26566933,480339,160061,60350179,381921701,,,,,,,,570698,2783,6690026,544824
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,3482,,,,,,,,,,,2378738,261611,5555,,,,,12,11504,3,2,251953,37,2043207,278,,31828
Happier,Happier - Single,Marshmello,8/16/2018,299,,,,,,,,,,,2143821605,1512765689,18732541,1228334,96907387,809336882,2340278160,209,390418,293,444,639996,73,375500033,584098,,10193237
happier,SOUR,Olivia Rodrigo,5/21/2021,1015,,,,,,,,,,,1133535049,352845171,3883946,722581,472933333,3266081830,326868389,56,20348,,11,193230,11,34992093,44126,,1970544
Happier,�� (Deluxe),Ed Sheeran,3/3/2017,2287,,,,,,,,,,,1322385342,696425510,4649149,1289662,34964865,223959183,137582931,37,36265,6,29,310000,27,170123227,113215,,
Happier (feat. Clementine Douglas),Happier (feat. Clementine Douglas) - Single,The Blessed Madonna,2/2/2024,2846,,,,,,,,,,,30812151,4200741,25745,,,,24444704,48,9139,99,32,3648043,66,38754,47,3018379,428557
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,372,,,,,,,,,,,1321878145,530778926,8470860,570442,358879639,2295813182,1152917073,199,82181,275,51,547449,50,9900535,29358,15220155,4647622
Happiest Year,Feel Something (Deluxe),Jaymes Young,6/23/2017,4540,,,,,,,,,,,472408276,181335841,2086235,2033143,440989698,3526073258,140406981,33,563,13,10,101920,1,10855294,18606,,1724972
HAPPY,HOPE,NF,4/7/2023,2032,,,,,,,,,,,127558523,56328016,701370,9222,2737285,37060287,5771624,20,52475,37,4,3837,11,45829561,10457,,668230
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,476,,,,,,,,,,,1379786786,1307002701,8641116,3028049,187452999,2112220730,1231886563,453,304081,,293,1837708,117,623561936,2990195,,19268856
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,3793,,,,,,,,,,,37866,1855597,35730,6000000,40025187,567183479,,,3,,,,,15747,604,,60542
Happy Birthday,Happy Birthday,YolyBoy,8/10/2021,4483,,,,,,,,,,,1761,,,3500000,16599648,166506168,,,,,,,,,,,
Happy Dance,Happy Dance,Elmo,2/3/2023,2889,,,,,,,,,,,,323018594,550826,,,,,,,,,,,90623,791,,
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,11/4/2022,2960,,,,,,,,,,,35308201,344702201,2125668,3992,67043,825399,,,,,,,,,,,
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,301,,,,,,,,,,,462284590,110545167,325395,911100,169601790,1947539058,184602581,41,13786,721,46,7896597,39,14745087,13732,233125,1075943
Harmless Python,INKUBATOR,Hot Lemon,2/25/2023,2905,,,,,,,,,,,,307570754,3929196,,,,10540020,,1,,,,,,,,
Hasbi Rabbi,Hasbi Rabbi,Huda Sisters,11/14/2019,3131,,,,,,,,,,,693675,943370184,4708766,18801,1202173,23009253,,,9,,,,,,,,13309
Hass Hass,Hass Hass - Single,Diljit Dosanjh,10/27/2023,1370,,,,,,,,,,,106514756,148785957,1400528,,982,15940,252982308,13,2009,,2,10573,37,,,,289631
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,7/26/2019,2702,,,,,,,,,,,380367132,663705750,3083081,542284,65038406,495501340,109211682,27,2027,,8,59407,1,1082805,1980,,1389750
Hasta el Amanecer,Hasta el Amanecer,Nicky Jam,1/15/2016,2411,,,,,,,,,,,560103803,1596092291,5050679,,,,315391851,,,,15,22322,,368330940,95223,,
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",5/1/2020,3940,,,,,,,,,,,164007720,588981015,1697071,8234,1704435,18781987,15664693,1,1712,,,,8,37364914,7485,,491755
Hasta la Ra�,Hasta la Ra�,Natalia Lafourcade,1/6/2015,3310,,,,,,,,,,,657268053,1022323850,6592447,1278026,307053317,2833651298,13674137,62,7945,63,39,1228654,62,24982305,20136,,
Hasta Que Dios Diga,Emmanuel,Anuel AA,5/29/2020,2071,,,,,,,,,,,657768560,485818371,2230333,56900,4821532,48119818,111654843,93,4268,,19,250832,19,24169267,3230,5908323,1043955
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,6/26/2019,1677,,,,,,,,,,,756657781,252239122,4118228,84134,19035171,184317399,228308566,56,9795,,18,47452,29,100001648,88684,32800876,3390136
Hate You,GOLDEN,Jung Kook,11/3/2023,4021,,,,,,,,,,,104618147,49859367,2196731,88400,4620477,21112856,396885729,1,124,5,1,337935,1,639507,411,,120750
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,3627,,,,,,,,,,,306652166,225136062,2113507,371413,158047875,1719389454,,17,13846,,,,,,,,107807
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,177,,,,,,,,,,,2072182782,3952909529,32333846,1314091,53911465,546650805,2137655536,342,175317,563,541,1593590,95,455553499,772600,,16095913
Have Mercy,Have Mercy,Chl�,9/10/2021,3445,,,,,,,,,,,202781631,1271445,21984,673047,323827842,2410282562,4761746,44,119001,1447,14,77824,35,67145429,19010,4649990,1690643
Have You Ever Seen The Rain,Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,6/30/2023,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,11085255
Haw�,Haw�,Maluma,7/29/2020,415,,,,,,,,,,,1289186767,1464055196,7754280,729784,9309533,131926571,371508169,201,80055,98,86,5370315,99,105490212,45106,,2387272
HAY LUPITA,HAY LUPITA - Single,Lomiiel,3/28/2024,1187,,,,,,,,,,,22692011,51510163,439315,6538,9803472,84927420,5782251,13,1909,,4,492038,,125762,1408,,516845
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,3408,,,,,,,,,,,216252006,164171809,2843492,1195,345600,3837839,90730940,13,7264,14,5,6002,13,2183502,4605,,565511
He Dead (Oil Thief Remix),REMXNG 2.1,clipping.,9/21/2022,2456,,,,,,,,,,,14148,434179026,4911572,,,,229589,,3,,,,,,,,7
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,5/10/2024,2632,,,,,,,,,,,14234598,6333352,231932,,,,134773880,31,6010,22,44,4764407,66,250375,112,,35203
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,9/30/2022,2941,,,,,,,,,,,3574,,,2605592,7545187,312937612,,,,,,,,,,,1260
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,7/3/2020,636,,,,,,,,,,,1196521179,362915972,1650951,434330,24163311,269796885,181591757,383,411715,498,216,3455476,65,58649277,12515,,8953467
Head Down,All Stand Together,Lost Frequencies,11/10/2023,1698,,,,,,,,,,,51812189,5532480,53236,,,,1223,15,112608,,35,6046803,28,8341,,,757281
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,5/8/2020,2909,,,,,,,,,,,437558372,131588669,803725,52346,9680657,88146717,46616431,97,213903,,80,3693604,15,4728071,5923,,3913562
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,3502,,,,,,,,,,,331506695,22151531,381423,24736,13454627,89324319,3032466,38,4038,,7,224129,3,9501580,5239,,363790
Heart Attack,Demi,Demi Lovato,1/1/2013,3134,,,,,,,,,,,826593536,898024937,7520556,294053,100368132,792708732,528895639,35,10217,80,36,81684,17,283340326,496904,,5072778
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,5/20/2022,1906,,,,,,,,,,,156975001,96079749,597275,192794,29435568,313652545,328117737,,256048,130,3,87459,,35986096,37567,1447109,
Heart On Ice,Heart On Ice,Rod Wave,5/31/2019,3659,,,,,,,,,,,320136804,300606606,2725053,274439,65635809,415394142,38241072,24,14504,177,2,8128,5,105823212,111036,,1552968
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,665,,,,,,,,,,,1157206056,158131164,1488878,1833826,426830431,3272868374,29873,191,209890,255,58,1276396,43,77600589,71185,29746145,6963195
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,7/21/2023,3150,,,,,,,,,,,90619651,22682156,238539,22483,1149772,17165352,83545500,16,18337,25,14,59319,9,27252931,5898,1268849,
Heartless,Heartless,The Weeknd,11/27/2019,1486,,,,,,,,,,,975754682,222977264,2542926,52181,30592047,210080661,217215456,99,105042,155,36,287898,25,108935183,44668,19179795,2433408
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,1/1/2008,2738,,,,,,,,,,,1315577954,366241783,2719377,164714,32605436,250337316,105077315,96,18653,67,26,207876,10,587055437,418628,54924850,3795507
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,8/16/2019,2977,,,,,,,,,,,548333714,191331224,1256178,91540,32004747,256819834,2267674,35,19,26,6,138828,28,252841658,89920,12131149,952624
Heat,Heat (feat. Gunna),Gunna,6/20/2019,3486,,,,,,,,,,,174090982,353442033,2306325,47184,2178301,26278533,58837438,31,117118,1,9,76742,12,227151889,70080,,2095650
